,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
649.2@342.51,37124.27073,172.51387,5968.3987,16393.92665,120.86326,2739.20936,5402.61547,6776.08346,3287.55145,4999.0602,6191.90499,534.83302,6360.00214,2019.96329,6649.3677,8808.85319,1538.51756,148.6467,7010.07377,281.92241,21360.14682,415.39902,13107.14814,30437.01284,1024.64809,2611.44906,1015.10995,6361.51469,2550.95517
649.5508@493,1894736.36478,1775920.32915,1009442.94435,2973966.76339,5938462.6069,629740.82255,491806.74188,771763.72432,1667477.75062,638851.33649,2098987.04252,1310437.38807,406627.79621,2671446.58044,569024.58953,1262068.58709,1391009.10453,633635.62718,1349839.2293,849976.55557,413244.79182,719676.06871,898125.98168,664479.21566,584137.85632,8697286.50985,4281583.7499,676275.1186,846226.09913
650.3633@459.8,38432.94259,35627.60047,56592.18218,47347.59521,82058.78805,64008.43891,67753.64535,90437.76431,57491.7101,11545.10824,77642.10036,36409.54258,61947.12841,36500.80615,80543.17877,91450.55808,96066.54571,29615.74382,73344.879,37594.13926,48496.92372,24358.53884,73657.96641,53753.68293,61516.12157,38359.25212,45984.39626,47055.65267,41936.05954
650.5544@493.27,717947.85628,355255.58452,161544.39284,1160380.11742,2307939.2435,230655.82305,176995.18151,280415.67517,297510.89891,233865.74312,815127.47481,490868.70084,146024.80464,1032846.09214,205253.82398,473973.55907,517149.06826,227287.10546,144565.75695,303190.5502,160884.2848,269642.57309,169259.49418,239816.85859,204661.54823,3481113.7579,1668533.29025,245608.85153,317569.0446
651.0028@526.01,290539.60743,291525.08109,257186.85957,371082.37395,388978.57661,229074.0298,226182.88443,189696.62313,320651.9901,203560.65368,365695.8458,287260.41868,267737.22233,380847.99437,191109.43692,261723.07152,272774.64434,216273.94942,296509.5658,244212.08084,253212.3554,238120.63723,257887.16527,239883.55938,181884.61951,454500.61782,399868.24416,204396.86929,234496.69776
651.367@459.79,12231.54027,11016.21694,18257.8794,15134.94353,23655.83325,19893.96306,20569.05445,28154.77907,17052.70855,3147.81609,22926.2882,11772.1891,20720.92586,10813.61875,24201.26436,26766.93067,28974.23171,9292.23827,23086.57903,12184.8925,15274.23983,7519.43468,21234.51905,17294.16588,18921.43601,11145.75068,14852.96371,15701.74879,13832.7214
651.4217@478.84,26989.65726,23537.38721,23908.00883,16358.52849,17123.87368,15980.58571,20516.25025,11195.90996,13770.68611,10246.11403,9425.90868,11720.28662,13934.42602,15774.29826,8917.59552,18853.54208,14222.8581,21272.24313,17628.0909,14593.58861,8334.68536,2914.95433,17914.66585,22273.67374,9687.05092,11186.55399,16797.94828,23458.86543,8837.43591
652.0064@526.95,46685.49691,43579.9503,39385.07757,55472.43526,55969.14166,35370.541,33723.9763,32942.87183,50173.1377,33220.12093,59999.74601,42353.86229,43947.69897,60309.84688,30636.44468,39938.01307,39170.54592,33847.87337,46882.89915,37756.05852,40269.82147,15739.15753,41312.30838,37433.41371,31094.68233,67434.7758,63272.22668,30780.07754,36159.29798
653.4053@476.87,36560.86647,37396.73027,39207.23809,40158.1124,35862.44456,38930.69687,40779.88232,41993.02326,35676.98719,39830.59723,42441.85462,42608.02884,44601.37319,40981.03171,41280.95333,38202.50219,44797.15379,48137.77035,43599.44199,47621.65526,43608.25814,43254.91577,43366.44946,42826.7486,40851.10949,36324.27961,36453.19662,39956.521,43301.47065
653.4724@488.03,306099.15011,585741.32198,302030.30836,236842.51705,330958.1407,160969.84053,304734.82685,143014.01716,179367.17068,147013.71532,92793.03753,223652.6885,169643.55,221872.40556,102601.30208,231229.87677,344072.11322,369220.50065,208175.05556,256607.62522,190601.93024,23250.23783,365132.33093,354401.24578,103407.83058,184777.08128,233310.24761,302119.32968,100740.84174
654.4081@476.78,13746.69874,12867.63438,12823.49123,13768.4132,14993.49608,11644.17746,15066.33692,14735.88552,15198.12916,13230.84098,16106.09997,17606.59816,15206.54834,15817.23682,15634.19418,15342.70335,15479.28994,15584.1285,13385.73535,15718.10836,15777.64352,15548.70904,14683.81728,14096.00471,16527.00402,14877.76702,13609.35941,13595.85964,15541.08068
654.4754@488.03,110456.10404,212159.97206,107661.95767,79313.85603,116596.38243,55552.42798,107772.62947,49320.89984,61973.18999,50994.3115,30735.71377,74745.56209,56421.37618,76304.65362,34700.81685,79252.28961,118767.84721,132014.37639,74154.35225,87924.73891,64123.72895,4860.28578,129619.7898,122026.00945,37220.859,63360.64792,78247.68361,107920.84925,32787.41213
655.4199@524.35,185419.9223,113972.86618,91176.81111,130756.20093,201496.44714,172800.83616,170287.29138,162461.19927,187891.38044,158328.41417,201810.70685,104606.33387,97906.3081,205497.77393,157579.9016,182081.06818,174547.21269,103923.68507,189388.50882,173735.82094,174737.80845,101980.98468,184808.50539,169804.74831,88424.12807,218526.42068,130570.63712,95301.76933,87362.26989
655.422@477.2,351259.35392,372939.32668,364705.56389,352171.29568,351458.49127,349968.60261,381134.91864,354069.2601,355283.09071,344516.99479,344140.69168,388912.06553,381720.17035,356562.33991,341285.32666,354639.48628,385119.15155,401496.18822,371542.82287,406657.64805,354107.97604,357682.87727,392503.76782,370146.04474,341502.31586,319562.62938,333682.62537,362306.98759,374304.11596
655.4761@488.09,23637.48928,48192.67306,22762.98432,16178.7264,23749.95511,11545.53757,22501.15788,12097.78699,13536.67048,11010.33087,7279.64142,15215.76696,9821.36802,16387.53354,6299.18904,16911.81983,22733.86804,25888.94417,14619.92273,22020.76976,12356.27067,1087.3625,26016.78768,23543.0657,6618.40673,13038.38891,17019.87025,21475.2699,5702.91071
655.9722@500.67,8529.30057,8874.32975,8046.93063,9985.95341,10989.42075,6349.58112,7655.18887,6759.22785,8377.54914,7200.04773,8979.32154,7978.36135,7189.79851,9786.70137,5399.53058,9034.30837,8760.83119,7827.87688,8166.16633,7724.3015,6396.73311,6576.25553,8080.50015,7061.77858,5569.12932,11531.79477,10052.91547,6132.36592,6984.46837
656.425@477.2,134874.35667,143036.07428,137713.22712,135907.68107,135435.56136,136623.97128,136895.54837,136226.24948,133241.7068,131549.30972,133371.1241,149929.19,146244.51657,137567.16947,126734.99384,135000.22973,146630.67896,150750.08218,136325.42644,154823.14635,144101.07051,138178.21053,153093.60929,140362.2201,129997.40532,126102.25186,130542.3081,146628.10333,142968.50175
656.9931@518.27,31680.65794,32218.23724,25180.06003,41074.48409,17496.55593,22982.34474,27342.47348,10431.39303,35293.97947,10406.54798,15490.36241,14203.03069,24936.27544,15723.55525,20968.94671,11614.31921,12263.67045,22546.23605,30992.16162,25391.60492,12578.58098,11042.79107,28254.94014,24856.5028,21282.11381,40112.36001,40324.8393,22155.21541,24425.80702
657.381@641.33,2751.9852,1778.20064,9277.23392,5728.56132,2077.28518,3157.16907,12962.98614,6948.18177,3915.9061,2279.04604,6006.24093,4936.11334,8855.90128,7825.22538,17227.85811,8701.86743,5672.75126,4008.86723,12198.39201,5982.2868,9945.31217,4700.31096,10967.13165,5207.2551,17301.11712,3301.47144,5397.26164,3907.7582,3560.34821
657.4269@477.18,29821.60689,28315.38447,33597.36182,26746.89773,28163.46214,27230.52152,26114.97093,29349.54178,28278.87001,26857.75922,27695.02652,29702.67965,27053.10603,29774.42551,26755.42878,28171.64795,24479.41169,34988.23424,31322.47118,32548.37687,26573.86802,30232.82968,31016.39069,32267.79422,27574.50723,23763.63463,27548.35933,29645.22697,29567.3367
657.4963@485.62,139082.90384,362955.68631,79810.85718,113104.76275,222097.74184,42596.22943,152511.72808,195153.8373,152740.03081,216921.96445,271271.94906,173391.23424,328641.41971,121133.35723,263368.8448,537099.27267,231099.26323,299286.20459,381362.41791,255392.28645,149739.65182,154630.71424,240883.84653,197059.31231,236465.25804,255850.18612,162204.91531,81826.33445,100527.60405
658.4992@485.09,42900.18278,126137.98034,28348.60986,37387.42293,87377.09406,9215.21305,54748.51938,75250.04919,59064.39386,93038.03444,110344.56738,70510.22525,125098.37495,41437.61322,108540.44626,202986.84076,101293.49245,113363.88578,147867.84391,97614.26427,67347.3741,71312.00411,84895.18776,79084.90263,91966.48055,80308.01294,28477.84646,27410.98231,46016.02163
659.514@498.95,3600906.73077,4203500.57567,3143836.703,4400782.1838,3942434.60809,3171601.04395,3242473.78035,1801490.37774,2254520.72775,2449460.31101,0.0,3021760.79558,2697535.61959,1755554.02011,3519497.83047,3230563.91981,0.0,435773.9197,6346817.4483,2866306.92548,2162054.3793,2895782.54617,339955.07392,1327571.39239,1320784.25008,3017934.37587,2691813.92276,4548224.64961,1657775.88738
659.5343@479.28,6123.18719,45980.3908,55007.66686,22739.63254,55620.6156,64514.62266,53043.28724,34809.46007,36084.97945,22923.44481,17787.87965,62119.40011,44603.59205,26728.53841,37319.47589,37236.88469,55311.86561,13596.4421,66381.34206,50299.15487,50323.53847,21207.91275,74564.43791,47736.49267,23662.38004,13308.31779,4901.45626,104878.03664,43366.38497
660.3477@391.07,10332.63365,20205.87433,21718.70804,19338.51295,16831.22095,34608.11211,38901.93106,46710.56014,36006.63278,3324.81923,50616.45502,15294.49081,38477.83615,19617.74998,62092.67865,43672.22,31827.94839,10937.33207,36479.2366,19089.15348,36432.40822,13926.45356,28978.10075,27705.40238,36474.50447,38605.33955,26463.65339,21890.5868,14447.24685
660.517@498.89,1381224.35689,1584523.93609,1158143.48161,1655537.0975,1327069.28836,1193719.63175,1219430.45574,687510.13621,843004.74593,933207.02462,148851.57109,1112359.05493,1000793.39058,650480.33828,1326304.45969,1209666.90005,0.0,138527.2965,2401157.71719,1071041.49638,797271.48382,1095911.21584,129228.72852,518909.55303,488536.4083,1090632.88205,984178.35944,1718984.355,657762.65764
660.5422@479.46,16286.77058,18727.26128,20823.45631,12029.52696,13001.01643,16490.70985,17242.99575,9834.67765,14253.30208,10862.30177,7695.68973,19477.66065,18895.16556,12873.05401,15240.07981,13681.81317,23552.27778,19840.75171,15225.46927,20402.01352,16930.06829,8890.39217,22366.42397,18089.57155,9000.5371,4485.8783,11952.75747,30154.62916,13523.53899
661.065@482.62,39975.23126,21579.76004,37811.55988,19907.4393,21424.89937,17742.71404,38469.48447,17158.74982,46127.68122,33564.76859,45085.22603,19397.84761,16786.90245,51132.00862,33122.305,43388.57355,18170.99541,34061.84307,40452.24157,16582.10215,15831.40385,35237.15842,20002.2249,34177.91128,31311.99499,56803.58684,23418.07592,16143.68178,16390.49573
661.2498@155.37,11515.48309,23356.79322,15700.77356,29987.96694,3032.48045,17497.53992,33639.10641,22706.8055,25522.21326,4044.55542,14971.37523,36615.36321,30983.85075,34964.2588,23132.29704,17472.20563,19936.71014,13336.81349,6155.25446,8768.06732,18188.06888,5814.62206,26631.82149,32109.77155,38215.68568,18415.07788,13689.01193,6322.2197,2754.33327
661.521@498.43,329212.03319,407756.98914,274232.76112,400630.45064,342112.38941,275665.39717,295257.85974,174446.70229,204392.54727,209804.82941,0.0,266598.35518,221464.07678,174721.16924,280152.34552,278936.75202,8774.24233,696.42809,549743.06415,240454.98578,190008.03918,243367.45614,17655.10459,148533.98985,112193.56885,257018.961,247622.24637,386951.79436,169087.17678
662.3633@420.84,16491.41561,13435.40873,25294.53502,17874.65374,20594.01316,32940.80772,32042.54027,43075.65992,22074.24896,2666.39422,42646.25033,11846.41924,33010.15203,14106.35881,45631.16084,41780.10145,30633.2936,16442.51895,33813.15393,23687.22672,28903.44341,9449.09946,25129.38929,22809.48881,31895.35595,28534.83047,24268.81358,25023.3313,16882.44816
662.5271@498.42,48688.33217,60565.20116,44868.34696,60040.22935,56906.18519,49336.56848,52628.44601,16231.90847,23699.17026,32649.74834,763.07566,36298.94859,34082.35122,27987.54267,33598.26429,39191.68876,2559.86215,2286.054,74397.31308,30356.23199,17715.22554,37822.76916,6061.00263,16036.09078,7483.65601,32939.95888,36734.69779,64286.0107,13415.60572
662.984@516.87,63589.67358,65797.64436,55292.19199,78884.18643,84509.64403,45394.32512,51731.50933,44683.39397,63803.97175,45882.01046,71535.68086,60675.98041,51486.09871,76863.21489,44752.55241,59073.9689,60225.86959,48936.72085,62045.18459,52408.55786,51479.77483,45601.44394,55625.13635,49096.65082,43193.55282,88192.63288,82505.1638,46992.2646,49237.09407
663.0792@477.66,32683.45429,27293.02617,27385.25442,31040.08396,33913.97882,19059.67542,26413.78284,29066.73148,31326.52271,21317.89153,37936.35639,29721.65727,27742.21523,38990.41446,20962.09033,30059.60957,26631.91015,19954.6791,31939.00495,26330.43886,22059.24095,20568.82384,25639.79969,22904.1474,21755.58285,39907.38757,34773.84849,20903.89375,25121.36011
663.4698@504.52,1131.29347,1562.90193,2550.04414,295.50527,2084.12315,18389.10506,5168.55406,8257.7405,2531.62604,244.61773,17753.61831,6282.58193,1594.4935,8936.15681,31601.53812,22475.36852,30945.97882,1310.48418,7895.31832,1242.758,3759.67754,530.4945,20380.67495,2284.76307,11491.52546,26416.20651,15003.15717,12976.06348,12718.21011
663.5667@640.82,19677.14538,19472.24355,9894.77747,32790.99369,63072.48841,7495.9385,11471.19426,8661.12144,18891.40945,8959.25184,22523.683,13486.15031,8701.31472,29516.45071,7709.22171,13830.35753,15238.37173,8226.03922,13562.72346,9890.37568,9391.09256,6214.31104,9822.40179,8461.15559,8454.67526,103863.14139,43638.15485,7201.27961,7624.07674
663.5669@492.1,2110665.08871,2296597.97593,1299978.59066,3513712.01548,5958639.02321,1277489.01905,682179.6594,564611.2872,2007782.86724,1296568.33414,2649883.91881,1639621.18219,1355791.89733,3295470.00868,1288085.67071,1634753.67063,1797577.40781,1256555.75065,1656196.44606,554511.68404,623525.55352,1345538.02706,706367.41361,1292292.09481,1233605.96351,8649550.90799,4452791.89506,582339.66943,1305246.77417
664.379@459.8,41962.54337,38476.70375,67274.07925,49469.75168,86719.28546,75960.84112,78813.16438,105467.56132,61518.34259,11982.91473,91032.60588,42566.61024,76040.25456,35780.09293,92486.60179,136030.95237,112231.74606,33214.12869,82780.07214,41565.13887,56138.41313,27356.60022,87815.33282,66197.59856,73665.5062,38511.54788,50177.95164,55923.77729,48094.90172
664.5707@492.5,838290.85768,908615.01405,252603.47695,1400935.63194,2433212.21946,512193.85944,285494.21749,252043.37787,801617.72603,501944.4253,1045599.5913,641098.24024,243498.4008,1316082.45051,496651.60011,637508.65115,329928.84412,243001.98522,633030.48085,206912.52981,237194.04174,521498.61839,267890.28374,490249.05694,517500.7629,3524023.32213,1788790.81578,233339.51893,508342.71257
665.005@497.59,32602.67067,39836.8604,30385.75232,45336.74402,44520.39861,31305.88969,32441.43001,23751.89823,31552.91173,31692.06245,40105.95652,33730.18261,31086.69752,31309.82966,22384.32895,28168.10613,40039.60374,29197.66069,36958.24719,31315.90172,29844.94412,27672.05613,37761.87009,22416.99296,24791.07033,44932.28254,40986.85248,28040.11523,24392.29467
665.3824@459.74,7702.07273,11767.87053,21075.66697,15798.85527,27429.26124,23462.19551,24017.17561,34453.9649,20820.72742,4067.48798,28374.30743,13228.5743,24203.99441,11265.69176,29060.1084,35188.11592,33958.6781,11882.12339,26535.6247,13597.44324,22352.42387,8494.45546,26380.79758,20939.72703,22288.73662,12601.69392,16230.87194,16922.24567,15069.29916
665.4824@479.63,42598.46946,67651.14903,36814.61059,41389.04094,66775.13061,16224.07656,37561.3001,18972.53961,34770.06715,16295.60693,25745.82934,36674.57174,28206.08137,43217.1888,16720.10791,35487.01162,55824.04404,34533.99166,35750.61384,37953.27388,26768.89735,10298.69379,54381.67592,37960.08361,13511.20388,43312.98415,52655.05275,31522.53221,18932.16176
666.483@479.42,20789.33051,29320.52807,17823.00583,14922.69668,24334.02202,14274.15551,14221.36842,7201.11086,14476.36693,5367.93613,14439.02239,11437.27334,12129.99058,20605.1194,2604.83127,18488.68599,21118.73296,13083.48086,14723.63968,13546.28007,10085.49152,5465.15185,22250.68648,18189.19609,9505.02019,13346.28842,19243.56066,16260.22757,7982.66772
667.0193@506.33,41364.93732,21015.52925,27372.89706,30257.27281,31356.82439,24094.13594,27754.40358,26617.12936,30248.77701,20420.03785,32060.94277,27454.34815,21390.2447,31237.60953,21657.242,31887.72503,29078.87083,25504.62457,27037.92537,26469.03748,25615.53813,26678.92815,28701.22149,23415.2902,23369.81453,39509.11762,37461.98751,17609.72159,24972.16514
667.053@498.83,37157.47895,36608.99949,28704.44214,44119.21684,36786.25265,26509.84241,26229.56602,23215.54167,30577.00786,20818.48582,35483.72018,34039.01157,27661.15712,43854.14633,24860.9324,38605.17904,30713.43371,22913.48579,36865.19535,31792.30342,28633.26213,27111.61095,29582.50281,21947.62498,19913.78571,49222.10306,34711.74883,27831.18232,21704.91218
667.488@487.93,230264.2114,425809.90911,254863.78997,170972.09282,210560.82348,189877.96779,216530.73184,132239.89397,152446.28167,153792.75193,106369.81368,152735.42006,131347.91971,193425.23583,84729.42559,204322.56481,232687.62485,268312.67705,169413.19435,188842.83177,131170.8841,30042.54593,270180.71598,243795.46897,101392.27363,141081.89528,162778.71893,250532.18662,93536.95542
668.4912@487.88,75812.11846,162144.44834,85774.64995,69614.97696,85253.77277,74019.72081,77575.96037,65415.71001,56291.51807,67324.32325,44948.62524,77765.58446,47846.51968,75220.60031,40322.93797,78684.6249,89428.96186,93908.17925,53517.56915,76101.97871,61768.12525,16949.11637,92940.80924,84907.1832,33283.75428,60071.70685,61400.81024,103973.67806,35360.71178
669.1931@485.5,27070.74157,35266.0976,34915.54969,32995.07649,28953.83513,42142.64233,28763.48342,31551.96792,8950.32555,35172.69752,32762.89374,25940.59148,31341.41284,32412.01923,26728.98481,29391.07417,24569.46614,30641.91418,32079.49676,26623.83471,38619.15334,33199.46409,35490.37719,34779.01905,33019.68826,33495.0508,29475.4904,38806.29149,31210.61093
669.434@479,44614.08309,38282.20081,55967.07817,23701.98188,29625.79965,18796.70007,36497.3966,21322.1578,24545.32735,21389.9401,19169.23203,28929.64134,23538.44135,29957.71972,13042.98962,27236.09659,32063.02051,41745.19224,40393.11489,24234.5735,21715.63483,9490.83795,45458.09748,40590.09922,25539.82185,24258.63067,28134.58539,28269.97635,20735.24678
670.4625@487.37,19561.8423,69724.59123,24764.05323,14606.19944,20011.90524,65729.64518,24975.60075,9570.98199,10201.14632,8050.47323,88246.13391,14898.05063,16748.67661,11180.19497,5624.95555,12502.11957,19386.34765,17493.55327,15006.30293,7037.05257,7254.39867,40934.52329,24137.11543,18767.55358,68066.79346,12205.4519,15622.24016,13896.36331,4811.79923
671.009@526.45,202346.69178,203993.84916,195808.09192,260042.21462,273678.48808,156400.50256,159781.3757,134436.55762,223362.4719,153519.86331,255576.72426,196298.27704,187722.56668,266392.34298,141059.90616,179559.73065,137104.91085,143300.6255,208000.12574,170273.28899,176906.90298,161535.19785,184648.30351,166261.24606,145511.59918,320730.11049,276031.3118,143225.5427,164591.30934
