,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
686.5325@509.54,0.0,209359.68847,761221.58309,1023399.94168,1238997.7591,1012032.05871,7418.59778,718275.92821,257782.56766,442847.7008,1374106.35845,229098.27957,3768.66758,2179933.36236,1176370.9636,1397242.0512,285604.66724,417001.09736,774467.15707,341762.7507,379886.12266,799433.18749,1372246.51123,962752.70947,1208179.37613,741944.19593,205739.65067,191668.98456,1135583.81843,362364.31894
687.5426@640.84,41763.25678,39814.08592,20057.65796,29351.19927,38507.81183,28998.65556,44531.77137,43128.22323,32878.70365,37745.30029,31035.87978,1788.3937,31124.94855,37867.52511,31508.69793,1612.03034,38308.66126,27460.22688,40754.81353,48094.05227,3138.01964,36273.25948,6940.11273,17767.93678,31766.41396,36955.74188,36679.20497,35289.9664,39402.38253,40404.69537
687.5442@496.8,15441135.22163,12993187.17831,2604074.08411,13128600.91399,9761879.34131,13104843.76569,18459009.76399,22591232.15582,8058810.8077,9422625.20185,13532649.20498,975662.6639,9057841.26999,10388349.35315,5814731.12388,15781399.16576,12504272.59152,6844570.09054,18356880.65627,16949727.56371,1238027.94725,10738510.27598,1504507.00615,2075035.29343,7847781.55333,11213155.25516,11728110.96917,10058362.0486,11878693.81104,13687986.21558
688.5464@640.77,17164.24718,15305.09293,6760.92683,9991.80018,14340.6476,9310.1232,18732.22171,16141.15787,12621.31437,14003.42067,9562.3026,399.37872,12533.46643,13918.1604,11066.90474,16464.16229,13824.70472,10471.26635,15687.67488,19420.93261,620.15317,13499.41773,1371.02796,5942.29365,12872.41334,13720.04996,14408.43375,13146.84799,15150.89846,14637.81714
688.5472@496.74,6322870.05052,5305913.07462,966056.8094,5193879.68811,3864235.05166,5208337.50146,7569099.91833,9205764.57495,3188680.63233,3840088.64954,5400290.63697,460085.83889,3673755.03138,5748373.83398,2236311.9435,6370559.68245,5068220.50144,2710325.79509,7464530.65317,6938558.09423,466458.74506,4322044.26533,193265.45758,743918.07508,3083786.46966,4441104.96434,4727404.76684,4055963.14553,4733309.48664,5566282.16342
688.9921@518.29,18514.88899,15999.30544,20206.0649,35809.31243,24966.07962,33375.6253,21395.51675,22791.95239,19916.70217,24360.58365,30648.7804,25220.32295,15229.04074,30009.69436,24192.13804,15329.50143,17218.08569,30874.10786,22210.57973,16304.63307,18341.34547,21419.42374,15969.37773,17480.51408,20007.16881,16549.62633,19552.79198,19105.29182,22733.33537,26670.53518
689.0976@491.07,28339.12025,33014.27902,33280.26751,48369.66233,36801.5484,41981.35458,36508.09425,32918.85118,36448.65958,25237.89847,42293.37441,31889.91495,30324.19506,40657.14861,34580.20981,27331.49759,25411.96225,44431.33875,39352.40629,34177.09778,22828.42775,29503.67608,29695.60605,21623.25998,30869.38064,32501.29589,34017.81054,26903.65138,39240.42081,39442.8159
689.5616@495.74,2127313.94012,1682601.71154,873644.02149,5642559.88208,1378152.5803,4964212.60185,2844757.92953,3119968.99388,1252579.68157,1168138.177,4000201.85957,1522139.21214,1175130.3181,2902286.11489,927598.44691,1966605.41121,1593182.03291,2465691.39962,2949511.39465,2361316.03011,1052336.34579,1551534.84153,1119431.96615,1158174.62897,1081777.72152,1524399.13727,1714004.76921,1422123.4741,1523644.06101,1949727.95463
689.641@636.68,4310.20744,2735.0355,1869.47472,53440.09261,78.19718,43091.0719,211.00506,188.17236,821.51233,1689.65948,28008.63932,143.54754,4512.72237,17659.1588,241.92288,5251.77072,6114.88988,18.90542,258.97356,2641.66956,6256.19157,3321.93998,4881.89725,4674.18322,2122.48887,747.10597,4471.80168,3575.26682,244.89364,95.70592
690.5724@495.48,501217.28855,394931.06813,323582.03737,2044411.04488,554710.04837,1724995.75015,564360.26874,717277.98706,345706.52667,203017.30882,1338658.80751,544441.3627,267824.09044,996779.4771,193348.95844,340021.19117,415957.13489,799223.01031,747196.52929,524638.86751,370102.90647,325906.98865,128261.47004,82970.13009,206824.71776,281801.37794,402352.71194,349163.90574,291490.57736,649932.21395
691.0149@526.51,209537.294,227565.45929,204546.57388,376629.96414,267862.35852,396188.22604,223636.758,253493.32191,224129.24978,249411.2413,400027.95769,279522.05337,163882.86253,341262.09972,248954.24882,171146.90816,160068.07961,312756.19286,201280.33999,207093.87073,165620.15413,222143.94099,196454.87519,163584.22032,230532.36304,210689.10673,210532.63418,197550.1621,250607.52081,283858.84698
691.3966@477.03,44362.29577,44336.9475,46783.07103,50956.92718,54937.63014,53132.75863,50568.14607,47063.45327,50161.17101,46559.37896,52564.16477,50679.88159,46479.21353,54840.30746,52649.87513,44903.05875,40655.07442,61203.30905,46068.50449,40082.93858,44007.01904,42368.20781,38215.75617,45348.30824,41465.89205,50632.7203,41732.65403,37888.20451,52436.58162,53912.88495
691.5045@487.38,136236.35529,135899.30349,2184.86966,123300.03206,151126.07693,244838.41749,185892.79311,131856.87191,44505.58676,150476.34828,148355.25039,249334.02744,88235.38199,138129.13713,131995.94287,34145.664,141715.74823,100070.83646,48016.84209,53667.92459,100963.36407,92570.25413,0.0,150652.3963,95143.32195,181198.62788,3764.76915,58564.8674,104391.5665,83504.54332
691.5395@640.6,9030.46011,10067.19822,8696.16347,47217.33194,21979.25449,43964.27431,16303.72655,13747.11896,12237.98416,9421.15048,39659.44313,21906.43535,9173.87793,26921.7758,15130.91521,7076.77698,6864.92923,27867.67404,15550.604,9243.09946,7783.00462,9015.80369,7500.69317,2095.63837,9300.46599,10742.03387,7404.16783,8477.93195,17336.16184,19709.68237
692.0185@526.78,35052.96002,35923.16202,35338.61135,65680.21826,40845.6401,59203.76361,37197.8386,39429.62662,38314.85301,39560.88754,59805.53645,40580.52116,27698.61585,54269.84829,43255.69328,30026.48784,27806.25593,52262.20618,35177.45071,33421.43204,29294.60161,40990.32525,31332.59404,28782.51992,37675.25645,33689.58946,34297.06904,34778.93764,43726.10617,45940.60957
692.3996@476.7,15576.01867,15449.11205,14635.38565,16464.26819,17701.55223,17598.41903,17013.90312,15436.40779,15725.52059,14640.7214,15386.76998,16933.27696,14979.25714,17460.935,16923.64973,10113.43928,15346.99726,18108.38025,16150.23154,14504.65166,14100.14732,12968.9943,13592.13224,15403.12274,16232.12149,15519.17186,14623.4674,14471.57886,19058.6109,17908.8126
692.5059@487.32,60119.60335,63345.04082,7839.84573,41953.819,66446.03472,104591.62294,78625.69898,51662.34133,16199.57655,62792.27397,58212.88258,105558.30233,39746.02539,54786.86286,59946.73144,13748.9039,45225.70307,41645.97571,20014.04288,12392.90653,36495.31181,29065.63501,992.52179,71861.70696,43390.49309,69927.61404,2497.77597,32721.93125,47808.00861,35566.8187
692.5394@515.25,308906.60997,345350.56368,253086.53596,401549.96069,290516.17706,306779.37509,279470.69761,238540.78948,339034.52082,238491.93072,298792.71999,351102.81131,304301.71248,332504.08895,387819.42528,285110.42898,204455.02674,332129.96054,365703.5955,226341.83317,198248.09441,323054.08732,333717.96159,190424.52294,293485.79397,337398.28506,213452.89092,343496.83562,295936.92878,446048.64068
693.4049@641.42,13255.87452,792.48864,312.60275,1945.85905,1872.60256,1420.42561,5359.06222,1246.39489,19913.7738,8536.14584,5337.14965,1192.31614,21885.72585,3740.64055,7342.06643,32629.30889,6926.69389,6735.95016,14741.98082,662.47378,23492.42623,11584.74267,1836.07033,22525.2422,20409.10158,11997.44459,4485.61643,914.45766,25386.69133,4851.30173
693.4437@474.82,171859.08509,114695.57705,297660.57687,117284.16922,5285.11646,14799.09577,12902.22348,136873.84587,250885.53552,129427.96078,58106.25578,118538.82864,11727.91574,165285.00265,214406.2417,182690.65122,195971.1105,182571.4647,280241.87769,368922.464,184626.10098,183676.922,99370.08236,253998.59553,170571.93346,133131.31651,293853.12903,218367.31747,65577.62772,239224.11525
693.5383@516.28,54639.81211,62189.39392,53015.31346,79925.40327,51413.93821,72626.04649,78230.52963,49559.45867,46602.61625,49057.75001,84867.21981,112071.92787,52515.01831,77382.57588,70345.40281,19364.22936,51144.43262,107047.0323,56741.3807,47915.49056,44128.49744,52228.63977,55302.37936,38110.82157,46188.88661,62995.11007,27693.42408,42849.03684,71627.66766,70542.37849
694.4429@474.66,100196.66224,53995.75526,73759.91459,25297.47311,32550.09463,20597.40262,31943.6731,36209.83825,97628.7756,46528.3842,26808.95168,47475.74745,44362.13549,62392.90478,74684.7871,75870.60946,90135.98468,71193.51787,66338.02445,94105.74282,55432.4287,70870.50179,36301.73586,188736.84582,51929.6104,45262.96921,145750.75835,63114.44832,17866.5437,86471.7413
695.4187@641.21,28916.11975,2029.34652,1069.4294,3927.30951,3039.21783,3130.26408,8449.18021,4821.41495,28148.45165,13643.60973,5102.14337,2490.38319,41173.38375,3821.11862,10527.63141,70099.01139,5948.3615,5675.32822,23305.23443,5710.53618,36598.26417,18054.92469,10937.72132,27335.11588,39842.54778,23276.99221,4924.56661,2902.08486,45776.89524,15319.70893
695.4625@482.81,178988.74587,503131.19481,473450.80218,452543.69194,284031.1328,384348.83622,79274.2891,520746.95661,470588.19258,592169.66652,558149.15313,168623.81338,393852.94365,349031.7235,626729.7519,911275.42371,670442.22044,423882.572,207640.06428,579482.39658,174036.57942,522037.19765,298187.73073,126088.75106,248520.19609,162255.11811,469718.58732,476840.32449,447029.71135,461784.75769
696.7682@157.97,108631.85093,124330.69609,93078.20947,42244.8717,316200.75691,19600.05137,16431.8432,71734.31643,36966.11892,77568.94343,10166.3391,136237.97773,4349.72107,86868.91691,45783.72206,9490.91115,6275.19173,75904.41386,3137.6588,4267.05965,14606.12767,22687.07477,784.85184,130265.3334,41496.62762,32826.48496,6162.11666,15406.02349,1503.29699,46031.99549
696.9452@514.26,9433.83959,10466.13046,9516.91807,19056.22603,12763.67734,18845.91444,11639.72547,11634.86006,11434.70782,10744.05694,19200.02473,13804.54133,7674.88046,16704.62715,11966.03047,7955.89911,7152.17306,16518.19324,11884.77989,10482.82883,9164.16031,7418.70108,7782.85033,7592.58938,9793.52185,11235.25324,9841.15922,8478.99142,12327.92426,12946.02904
697.2693@158,83124.76168,94106.21669,70904.09406,32220.16758,237393.41471,14371.76236,13630.77458,55978.93806,28132.16092,60865.61535,8237.34526,106338.31769,3380.95746,65858.6283,39206.37039,7928.43545,5454.90189,60711.02579,3450.75323,2936.17412,9799.96139,18903.87345,1250.80658,91791.78398,31227.94989,28416.24691,5919.18625,10990.84312,1654.95681,33342.62138
697.4774@640.13,9306.05328,8655.2268,10754.67293,16441.71847,15847.28264,13765.61889,4661.66297,15517.18769,9706.20789,3632.68361,15141.01496,5413.43457,7764.0056,6643.96026,8944.35272,6575.74446,11119.44877,4915.82765,14546.1694,9671.91962,15253.23954,10236.2594,11941.31399,11011.05186,9153.22517,8838.1554,11397.88615,12000.16165,2366.94362,6441.13431
697.4786@482.21,1703578.8709,1443959.33972,1791038.96586,1053412.0296,414612.59246,553909.86516,916611.15187,1422470.76859,1913902.46392,702913.62568,1058246.08287,1137409.41355,930171.46077,1102501.45995,1435930.83667,425754.1709,1729129.37853,1228197.10223,1973472.08272,1877606.68827,1509264.46881,1445692.79388,1171365.94725,1908649.41247,1512491.69626,1194493.76163,1706659.76816,1845074.59992,506201.62781,1744930.4843
698.484@639.82,11631.03961,6041.92172,9303.0509,14396.65765,1678.06065,13695.16719,4998.43763,14818.18306,7334.25254,4657.90483,15374.93587,3216.03858,8249.91002,6066.40276,9281.49013,4047.82707,12172.21611,3254.92529,13179.47939,9328.20712,11181.89052,8809.0861,8734.65729,14857.60852,9248.64917,10303.4231,11476.70349,10931.29983,2717.99065,5371.95535
698.4851@482.77,1333898.03822,1383655.97546,1394440.15185,1080379.16547,307486.27189,983059.09718,897110.50508,1540846.8935,1728710.47695,516848.3353,1074174.53556,570672.93844,777056.11786,1097328.45501,1288475.75401,650648.67011,1554395.94017,1061242.90868,2033140.3631,1585083.19273,1356972.39288,1108548.94712,1006903.63604,1771233.09629,1179821.0411,1241286.93623,1609919.0662,1391066.48443,466928.9192,1869749.72476
698.5555@524.34,36300.04602,7716.23042,22878.02573,6906.41833,16251.33571,3708.97668,13654.10375,6747.21797,40097.46142,42153.24618,3779.6226,12759.3623,26649.22431,6207.80287,21249.12829,1631.47075,62423.41531,6308.27533,8729.45841,35416.49643,10393.05774,37131.16811,31749.70155,90496.65642,33728.93673,20544.7128,45014.60867,16084.85057,21269.22835,16125.60996
699.4769@636.98,16510.29298,13114.05245,12702.52549,8721.16232,1433.95419,8962.59526,3869.29725,7914.54956,8843.08141,11512.92904,9747.13466,559.42608,17204.15304,396.01232,5964.16083,21837.53317,21271.21856,5344.69932,7225.87892,13823.00835,23556.07882,15023.65533,20705.49368,22777.37882,12177.91662,11547.69975,15963.18478,14728.43385,6861.1686,2225.23425
699.4934@482.84,965583.11183,945739.3558,1374736.45746,798647.82573,687002.19982,833009.62805,892322.33122,998473.31611,1082078.16175,1182638.53975,940055.96245,926802.33969,695121.92865,999780.4347,1171239.83656,578237.10693,771873.32695,923372.18821,914946.54682,1029965.51076,1406108.38737,1131883.86198,932277.187,1413240.4114,1099328.56476,792573.40032,1265576.64442,1103664.21283,779398.44716,1145807.21414
700.4773@636.8,13407.15424,8918.34406,9934.8199,115.93706,907.48748,211.16413,1940.6564,3235.97149,6548.13169,9446.09649,3064.82784,713.94027,12775.42706,225.98579,2805.61659,15287.58146,16204.24058,391.69304,4251.95701,10642.16732,18737.47391,13048.04331,17225.02649,18736.35791,10039.72942,8338.59653,14411.79043,12742.11514,3011.70163,1344.19296
700.4988@482.61,267744.45268,278888.44172,441486.04812,241153.69021,293302.84494,136752.09343,299552.96346,313229.30044,316040.22535,461668.35937,333006.19059,300994.55394,217287.27422,352503.22338,432362.91071,188880.58337,170289.74027,276635.37934,183282.29341,274564.87062,526826.89072,358797.47319,243925.37129,492026.27285,380576.54021,189526.0597,391995.15126,328996.18719,286963.37763,314447.45705
701.5824@479.3,120623.48651,95757.42272,50200.11316,149558.58402,74797.49413,131573.13919,164275.62464,278114.06925,59063.95323,85641.5077,193011.72751,115788.3194,66043.93779,68173.93326,79718.56431,50279.16895,63401.09375,55356.9226,415929.46438,52250.29222,74037.47156,88649.76389,20418.24848,73584.61947,73730.46751,96159.74711,35673.12582,65284.40488,78617.50903,67068.63652
702.5879@479.22,38645.76287,48669.03668,18992.86874,45315.11356,33097.26378,60545.62798,56383.06296,103266.56645,25303.55467,41240.43828,56631.54378,52676.36155,31505.19794,34554.57619,35661.79351,21032.20527,25689.97459,34794.53391,51733.99301,26057.41569,32039.90863,41564.65739,6432.28354,35358.42139,32038.64416,48174.68561,11733.25001,34549.83635,33513.40974,32146.40756
703.1125@497.16,18891.4591,18648.54499,39777.01197,52150.37896,39928.35987,46514.72576,35758.75557,37174.55512,18513.1018,16502.02197,45022.94505,18620.87521,14329.01586,44899.0067,39769.95487,13317.06184,14129.38365,25325.33579,38404.86898,31662.26603,27366.13151,36628.75559,31385.73623,29267.60392,33407.96932,37245.29654,37122.98254,32852.60032,17952.23199,39011.39111
704.3349@459.85,10853.0181,6736.60543,9641.13961,6179.30177,8107.96216,7974.40516,13128.37952,6020.13817,9654.13564,9778.30794,5761.20903,5452.75537,10957.25735,7958.81,10070.13937,13492.60336,8036.97141,6028.38449,11391.15574,8724.3363,10513.6137,10432.1463,2935.44,8901.8563,7891.00422,10875.35565,5073.86117,4716.68429,12401.69626,4826.05946
704.9733@519.37,14895.35336,12795.65905,16128.3167,23308.18109,18420.17537,24435.35598,16642.42818,18356.07519,15938.20422,17905.25158,23977.26635,18617.69479,14012.04961,27447.0738,19436.61924,11788.49926,11541.97307,20827.24593,11243.86215,13823.39988,12545.09374,14960.65021,11735.16202,13462.42151,15371.3498,13706.04688,14381.73071,14035.76019,22194.62064,25657.36324
705.1265@500.24,8467.49344,11201.9534,10158.09146,15558.05936,10739.9581,14020.06757,11005.7241,10523.39523,9521.22872,10591.12961,16552.70449,14111.2606,8991.90218,12768.73206,12340.16959,6535.59582,11490.17104,12631.89094,10667.58969,10522.23711,9144.14056,9441.45133,9652.61086,8307.07358,9344.06148,9588.65074,9693.25342,9942.85748,11610.46584,13784.36455
705.4974@503.76,235640.31299,148018.83641,308264.57323,625237.1451,241851.5124,465847.70508,290956.1892,360428.76266,340982.69807,163027.5914,522285.27179,456281.22588,206008.51876,484737.35832,186087.76221,204822.2459,245995.12844,449078.46432,134880.72609,284436.02625,184933.14007,236783.43133,194002.18116,157598.2588,107954.88985,246685.14678,265572.16927,133186.80134,41248.25689,449652.58055
705.5509@640.93,9986.41981,13139.94525,11409.03562,12164.52813,23231.78128,34855.41222,20104.26394,17925.95012,13361.63087,12377.01313,11045.8264,23474.25418,9615.39906,26227.54242,17776.35573,8045.01705,8601.81797,28133.98934,16982.46793,12424.32628,8655.096,11091.8825,9159.22538,8370.53666,10674.06801,12514.78595,8800.80195,10171.52589,17184.42899,21706.1345
706.4972@505.13,76098.40071,82214.04878,90099.1561,245795.74902,77206.89886,176138.15483,129267.30592,116854.76884,92234.61033,53664.18789,168088.02195,149151.14983,43566.54453,82790.54005,113450.20733,48944.05022,56067.77301,208367.07615,69814.51106,94860.51255,42731.54864,46550.22374,65119.65794,28040.51417,82911.17338,75787.88898,97526.2742,94174.60091,98740.35577,67398.14237
706.5541@640.92,4728.6513,5031.80649,5476.07161,5678.36131,10560.01887,15638.72855,7465.56128,7133.45869,6511.93035,4375.22985,5098.24713,11744.50142,3857.71721,12753.97438,8625.85357,4004.1213,4684.86439,3990.17491,7552.34925,5590.74169,3250.62465,4958.89074,4433.17729,3102.88745,5512.38191,6301.89064,3745.82543,4360.61552,7662.25097,9840.64793
708.4426@474.72,9593.81741,16729.69905,14709.76582,5538.56728,5072.94809,9065.46511,11583.72278,5422.85947,7336.36061,15054.81074,3286.58532,7389.67786,13993.26824,4172.49713,15282.49149,9401.74881,17132.0521,5489.4369,5653.94206,8267.14285,10100.66221,8142.45369,8971.4273,19309.77737,10130.06888,10450.00228,8892.32161,9761.96479,7696.32066,4627.88143
708.5248@522.72,93431.50745,105192.41887,92282.48392,94521.8414,104489.68059,63763.59295,89983.84517,99358.34885,85372.92621,105682.64673,81757.49468,122266.90467,100609.8343,108528.45125,96460.28535,78426.16691,74572.75677,132680.77588,83816.31057,97857.59321,84417.33264,115336.93295,107519.13392,68327.69113,109738.7994,82237.75619,88998.3772,109921.97645,111614.66266,106654.10423
709.4476@475.08,7830.96933,8220.00949,7177.69434,3954.9363,11195.33547,4715.55027,5631.19651,3679.23822,5229.08576,9474.11029,4081.47793,4073.19087,8170.20246,4421.81198,7044.21363,6637.61827,6450.39605,7963.33174,3565.0036,6185.69851,2320.20101,4206.35099,4827.46565,6116.64742,5390.66905,7309.14734,4782.41057,4442.10334,4638.98391,4862.26993
